"date","city","state","forecast_hi_2_prev_PM","forecast_lo_prev_AM","forecast_hi_prev_AM","forecast_lo_prev_PM","forecast_hi_prev_PM","forecast_lo_current_AM","forecast_hi_current_AM","forecast_lo_current_PM","actual_lo_current_PM","actual_hi_current_PM","actual_lo_next_AM","actual_hi_next_AM"
"2022-01-04","ST_LOUIS",NA,45,26,45,26,45,26,45,26,26,43,28,43
"2022-01-05","ST_LOUIS",NA,32,14,32,14,32,12,30,13,25,34,18,34
"2022-01-06","ST_LOUIS",NA,17,8,17,8,18,6,17,5,17,19,7,19
"2022-01-07","ST_LOUIS",NA,23,19,22,19,22,19,23,18,7,24,19,24
"2022-01-08","ST_LOUIS",NA,41,33,41,32,39,30,38,30,19,44,37,44
"2022-01-09","ST_LOUIS",NA,38,18,33,17,35,18,36,17,35,36,NA,NA
"2022-01-10","ST_LOUIS",NA,39,18,35,19,36,NA,NA,NA,NA,NA,NA,NA
"2022-01-11","ST_LOUIS",NA,43,NA,NA,NA,NA,34,52,NA,NA,NA,40,52
"2022-01-12","ST_LOUIS",NA,NA,31,46,NA,NA,33,54,34,38,59,35,59
"2022-01-13","ST_LOUIS",NA,46,30,47,30,50,30,51,30,35,54,30,54
"2022-01-14","ST_LOUIS",NA,40,28,40,30,40,31,42,32,30,45,34,45
"2022-01-15","ST_LOUIS",NA,32,14,33,19,33,19,35,16,34,34,18,34
"2022-01-16","ST_LOUIS",NA,33,27,32,27,32,26,31,28,18,32,28,32
"2022-01-17","ST_LOUIS",NA,38,27,35,27,34,27,35,28,28,37,28,37
"2022-01-18","ST_LOUIS",NA,48,27,49,29,52,28,52,29,28,57,39,57
"2022-01-19","ST_LOUIS",NA,34,7,34,7,32,8,34,8,35,38,7,38
"2022-01-20","ST_LOUIS",NA,20,8,20,6,18,6,20,6,7,20,6,20
"2022-01-21","ST_LOUIS",NA,27,17,27,17,27,17,27,17,6,26,17,26
"2022-01-22","ST_LOUIS",NA,39,25,38,30,39,29,40,29,17,45,29,45
"2022-01-23","ST_LOUIS",NA,39,22,39,22,38,22,40,22,29,44,NA,NA
"2022-01-24","ST_LOUIS",NA,51,17,51,16,51,13,24,NA,NA,NA,NA,NA
"2022-01-25","ST_LOUIS",NA,25,7,26,NA,NA,6,25,NA,NA,NA,6,25
"2022-01-26","ST_LOUIS",NA,26,20,43,NA,NA,19,26,21,6,27,21,27
"2022-01-27","ST_LOUIS",NA,43,18,42,18,41,18,41,18,21,39,28,39
"2022-01-28","ST_LOUIS",NA,27,14,26,14,26,11,28,12,27,29,14,29
"2022-01-29","ST_LOUIS",NA,39,27,39,27,39,26,42,26,14,42,25,42
"2022-01-30","ST_LOUIS",NA,41,26,41,26,40,24,40,25,25,40,25,40
"2022-01-31","ST_LOUIS",NA,50,38,50,38,51,37,49,37,25,51,40,51
"2022-02-01","ST_LOUIS",NA,52,27,52,27,52,24,56,24,40,63,NA,NA
